player_id,name_first,name_last,hand,dob,ioc,height,full_name
134457,Nicolas,Moreno De Alboran,R,1997-07-14,USA,185.0,Nicolas Moreno De Alboran
134770,Casper,Ruud,R,1998-12-22,NOR,183.0,Casper Ruud
134868,Tallon,Griekspoor,R,1996-07-02,NED,188.0,Tallon Griekspoor
136440,Dominik,Koepfer,L,1994-04-29,GER,180.0,Dominik Koepfer
138846,Hong Kit Jack,Wong,R,1998-08-30,HKG,,Hong Kit Jack Wong
144642,Tomas,Barrios Vera,R,1997-12-10,CHI,191.0,Tomas Barrios Vera
144681,Niki,Kaliyanda Poonacha,R,1995-04-27,IND,191.0,Niki Kaliyanda Poonacha
144684,Alex,Molcan,L,1997-12-01,SVK,178.0,Alex Molcan
144719,Jaume,Munar,R,1997-05-05,ESP,183.0,Jaume Munar
144747,Courtney John,Lock,R,1996-10-18,ZIM,193.0,Courtney John Lock
144748,Kris,Van Wyk,R,1996-09-29,RSA,185.0,Kris Van Wyk
144750,Lloyd,Harris,R,1997-02-24,RSA,193.0,Lloyd Harris
144751,Rigele,Te,R,1997-10-09,CHN,188.0,Rigele Te
144775,Linh Giang,Trinh,R,1997-08-03,VIE,183.0,Linh Giang Trinh
144814,Eero,Vasa,R,1997-02-01,FIN,185.0,Eero Vasa
144817,Marc Andrea,Huesler,L,1996-06-24,SUI,196.0,Marc Andrea Huesler
144826,Aziz,Dougaz,L,1997-03-26,TUN,188.0,Aziz Dougaz
144869,Tomas Martin,Etcheverry,R,1999-07-18,ARG,196.0,Tomas Martin Etcheverry
144870,Federico Agustin,Gomez,R,1996-11-26,ARG,191.0,Federico Agustin Gomez
144895,Corentin,Moutet,L,1999-04-19,FRA,180.0,Corentin Moutet
144909,Francisco,Cabral,R,1997-01-08,POR,191.0,Francisco Cabral
144927,Siddharth,Vishwakarma,L,1994-10-07,IND,191.0,Siddharth Vishwakarma
144932,Kristjan,Tamm,R,1998-06-16,EST,185.0,Kristjan Tamm
144949,Menelaos,Efstathiou,R,1999-03-02,CYP,183.0,Menelaos Efstathiou
149282,Nicolai,Budkov Kjaer,R,2006-09-01,NOR,188.0,Nicolai Budkov Kjaer
149843,Conor,Gannon,U,2002-06-06,IRL,,Conor Gannon
200000,Felix,Auger Aliassime,R,2000-08-08,CAN,193.0,Felix Auger Aliassime
200005,Ugo,Humbert,L,1998-06-26,FRA,188.0,Ugo Humbert
200045,Anthony,Susanto,R,1997-05-23,INA,,Anthony Susanto
200059,Yibing,Wu,R,1999-10-14,CHN,183.0,Yibing Wu
200075,Yshai,Oliel,L,2000-01-05,ISR,188.0,Yshai Oliel
200116,Camilo,Ugo Carabelli,R,1999-06-17,ARG,185.0,Camilo Ugo Carabelli
200175,Miomir,Kecmanovic,R,1999-08-31,SRB,183.0,Miomir Kecmanovic
200188,Matteo,Martineau,R,1999-01-16,FRA,183.0,Matteo Martineau
200214,Alan Fernando,Rubio Fierros,R,1999-02-03,MEX,175.0,Alan Fernando Rubio Fierros
200218,Mate,Valkusz,R,1998-08-13,HUN,183.0,Mate Valkusz
200221,Alejandro,Davidovich Fokina,R,1999-06-05,ESP,183.0,Alejandro Davidovich Fokina
200240,Vit,Kopriva,R,1997-06-15,CZE,178.0,Vit Kopriva
200259,Ugo,Blanchet,R,1999-01-05,FRA,175.0,Ugo Blanchet
200266,Javier,Barranco Cosano,L,1998-11-17,ESP,180.0,Javier Barranco Cosano
200267,Zizou,Bergs,R,1999-06-03,BEL,185.0,Zizou Bergs
200270,Alex,Knaff,R,1997-11-26,LUX,193.0,Alex Knaff
200273,Hady,Habib,R,1998-08-21,LIB,188.0,Hady Habib
200277,Charles,Broom,R,1998-04-24,GBR,178.0,Charles Broom
200279,Osgar,Ohoisin,R,1996-09-03,IRL,193.0,Osgar Ohoisin
200282,Alex,De Minaur,R,1999-02-17,AUS,183.0,Alex De Minaur
200303,Pavel,Kotov,R,1998-11-18,RUS,191.0,Pavel Kotov
200318,Yu Hsiou,Hsu,R,1999-04-02,TPE,178.0,Yu Hsiou Hsu
200325,Emil,Ruusuvuori,R,1999-04-02,FIN,188.0,Emil Ruusuvuori
200329,Remy,Bertola,R,1998-08-31,SUI,175.0,Remy Bertola
200335,Felipe,Meligeni Alves,R,1998-02-19,BRA,185.0,Felipe Meligeni Alves
200384,Hugo,Gaston,L,2000-09-26,FRA,173.0,Hugo Gaston
200416,August,Holmgren,R,1998-04-22,DEN,188.0,August Holmgren
200418,Karl,Friberg,R,1999-03-25,SWE,191.0,Karl Friberg
200436,Zsombor,Piros,R,1999-10-13,HUN,180.0,Zsombor Piros
200443,Adam,Walton,R,1999-04-17,AUS,183.0,Adam Walton
200473,Valentin,Vacherot,R,1998-11-16,MON,193.0,Valentin Vacherot
200484,Rudolf,Molleker,R,2000-10-26,GER,188.0,Rudolf Molleker
200514,Jurij,Rodionov,L,1999-05-16,AUT,191.0,Jurij Rodionov
200516,Patrick,Kypson,R,1999-10-28,USA,188.0,Patrick Kypson
200550,Vladyslav,Orlov,R,1995-05-17,UKR,188.0,Vladyslav Orlov
200572,Nick,Hardt,R,2000-09-20,DOM,185.0,Nick Hardt
200587,Brandon,Holt,R,1998-04-06,USA,185.0,Brandon Holt
200611,Elliot,Benchetrit,R,1998-10-02,MAR,193.0,Elliot Benchetrit
200615,Alexei,Popyrin,R,1999-08-05,AUS,196.0,Alexei Popyrin
200624,Sebastian,Korda,R,2000-07-05,USA,196.0,Sebastian Korda
200670,J J,Wolf,R,1998-12-21,USA,183.0,J J Wolf
200672,Sergey,Fomin,R,2001-02-01,UZB,180.0,Sergey Fomin
200702,Sina,Moghimi,U,2001-07-27,IRI,,Sina Moghimi
200711,Nicolas,Mejia,R,2000-02-11,COL,183.0,Nicolas Mejia
200748,Andres,Andrade,R,1998-12-14,ECU,180.0,Andres Andrade
202058,Thiago Agustin,Tirante,R,2001-04-10,ARG,185.0,Thiago Agustin Tirante
202065,Petros,Tsitsipas,R,2000-07-27,GRE,185.0,Petros Tsitsipas
202075,Adria,Soriano Barrera,R,1999-06-02,COL,191.0,Adria Soriano Barrera
202103,Francisco,Cerundolo,R,1998-08-13,ARG,185.0,Francisco Cerundolo
202104,Sebastian,Baez,R,2000-12-28,ARG,170.0,Sebastian Baez
202120,Rowland,Phillips,R,1994-01-23,JAM,,Rowland Phillips
202195,Maxime,Cressy,R,1997-05-08,USA,201.0,Maxime Cressy
202260,Henri,Squire,R,2000-09-27,GER,196.0,Henri Squire
202261,Otto,Virtanen,R,2001-06-21,FIN,193.0,Otto Virtanen
202320,Beibit,Zhukayev,R,2000-10-12,KAZ,198.0,Beibit Zhukayev
202358,Chun Hsin,Tseng,R,2001-08-08,TPE,175.0,Chun Hsin Tseng
202475,Philip,Henning,R,2000-11-10,RSA,,Philip Henning
205734,Thiago,Seyboth Wild,R,2000-03-10,BRA,185.0,Thiago Seyboth Wild
206173,Jannik,Sinner,R,2001-08-16,ITA,191.0,Jannik Sinner
206470,Cezar,Cretu,R,2001-04-24,ROU,188.0,Cezar Cretu
206499,Aleksandar,Kovacevic,R,1998-08-29,USA,183.0,Aleksandar Kovacevic
206589,Gabi Adrian,Boitan,R,1999-07-11,ROU,185.0,Gabi Adrian Boitan
206600,Zura,Tkemaladze,R,2000-06-04,GEO,188.0,Zura Tkemaladze
206681,Fabian,Marozsan,R,1999-10-08,HUN,193.0,Fabian Marozsan
206703,Paul,Jubb,R,1999-10-31,GBR,180.0,Paul Jubb
206748,Giulio,Zeppieri,L,2001-12-07,ITA,183.0,Giulio Zeppieri
206782,Demetris,Azoides,U,2000-10-09,GRE,,Demetris Azoides
206909,Brandon,Nakashima,R,2001-08-03,USA,188.0,Brandon Nakashima
207129,Yanki,Erel,L,2000-09-25,TUR,178.0,Yanki Erel
207132,Ki Lung,Ng,R,2001-08-01,HKG,,Ki Lung Ng
207134,Fitriadi,M Rifqi,R,1999-01-23,INA,175.0,Fitriadi M Rifqi
207182,Emilio,Nava,R,2001-12-02,USA,185.0,Emilio Nava
207213,Duje,Ajdukovic,R,2001-02-05,CRO,188.0,Duje Ajdukovic
207352,Bu,Yunchaokete,R,2002-01-19,CHN,185.0,Bu Yunchaokete
207411,Jesper,De Jong,R,2000-05-31,NED,180.0,Jesper De Jong
207494,Dalibor,Svrcina,R,2002-10-02,CZE,178.0,Dalibor Svrcina
207518,Lorenzo,Musetti,R,2002-03-03,ITA,185.0,Lorenzo Musetti
207587,Martins,Rocens,R,2000-04-09,LAT,185.0,Martins Rocens
207608,Timofey,Skatov,R,2001-01-21,KAZ,175.0,Timofey Skatov
207660,Nicholas David,Ionel,R,2002-10-12,ROU,,Nicholas David Ionel
207663,Nikolas,Sanchez Izquierdo,R,1999-03-15,ESP,185.0,Nikolas Sanchez Izquierdo
207669,Robert,Strombachs,R,1999-09-15,LAT,191.0,Robert Strombachs
207678,Juan Manuel,Cerundolo,L,2001-11-15,ARG,183.0,Juan Manuel Cerundolo
207680,Facundo,Diaz Acosta,L,2000-12-15,ARG,183.0,Facundo Diaz Acosta
207681,Francisco,Comesana,R,2000-10-06,ARG,178.0,Francisco Comesana
207686,Alexander,Shevchenko,R,2000-11-29,KAZ,185.0,Alexander Shevchenko
207733,Jack,Draper,L,2001-12-22,GBR,193.0,Jack Draper
207788,Thanapet,Chanta,R,1999-09-09,THA,,Thanapet Chanta
207794,Younes,Lalami Laaroussi,R,2001-04-18,MAR,188.0,Younes Lalami Laaroussi
207830,Tomas,Machac,R,2000-10-13,CZE,183.0,Tomas Machac
207839,Yousaf,Khalil,U,1999-04-01,PAK,,Yousaf Khalil
207841,Muhammad,Shoaib,U,2002-02-15,PAK,,Muhammad Shoaib
207925,Flavio,Cobolli,R,2002-05-06,ITA,183.0,Flavio Cobolli
207934,Philip,Hjorth,U,1999-03-04,DEN,,Philip Hjorth
207985,Jacob,Fearnley,R,2001-07-15,GBR,183.0,Jacob Fearnley
207989,Carlos,Alcaraz,R,2003-05-05,ESP,183.0,Carlos Alcaraz
208004,Harold,Mayot,R,2002-02-04,FRA,180.0,Harold Mayot
208010,Pablo,Llamas Ruiz,R,2002-10-13,ESP,188.0,Pablo Llamas Ruiz
208013,Dane,Sweeny,R,2001-02-12,AUS,170.0,Dane Sweeny
208014,Rinky,Hijikata,R,2001-02-23,AUS,178.0,Rinky Hijikata
208021,Kyrian,Jacquet,R,2001-05-11,FRA,178.0,Kyrian Jacquet
208029,Holger,Rune,R,2003-04-29,DEN,188.0,Holger Rune
208055,Ajeet,Rai,R,1999-01-18,NZL,188.0,Ajeet Rai
208071,Oleksii,Krutykh,R,2000-03-10,UKR,185.0,Oleksii Krutykh
208103,Jiri,Lehecka,R,2001-11-08,CZE,185.0,Jiri Lehecka
208117,Adam,Neff,R,2001-05-30,USA,183.0,Adam Neff
208118,Eliot,Spizzirri,R,2001-12-23,USA,183.0,Eliot Spizzirri
208134,Luca,Nardi,R,2003-08-06,ITA,185.0,Luca Nardi
208144,Giles,Hussey,L,1997-05-26,GBR,185.0,Giles Hussey
208169,Titouan,Droguet,R,2001-06-15,FRA,191.0,Titouan Droguet
208182,Saba,Purtseladze,R,2001-08-20,GEO,191.0,Saba Purtseladze
208210,Chris,Rodesch,R,2001-07-18,LUX,198.0,Chris Rodesch
208223,Alvaro,Guillen Meza,R,2003-01-02,ECU,175.0,Alvaro Guillen Meza
208230,Alibek,Kachmazov,R,2002-08-17,RUS,185.0,Alibek Kachmazov
208233,Mattia,Bellucci,L,2001-06-01,ITA,175.0,Mattia Bellucci
208260,Zachary,Svajda,R,2002-11-29,USA,175.0,Zachary Svajda
208278,Shintaro,Mochizuki,R,2003-06-02,JPN,175.0,Shintaro Mochizuki
208279,Alejandro,Moro Canas,R,2000-12-07,ESP,183.0,Alejandro Moro Canas
208286,Matteo,Arnaldi,R,2001-02-22,ITA,185.0,Matteo Arnaldi
208293,Gonzalo,Bueno,R,2004-04-03,PER,173.0,Gonzalo Bueno
208300,Omni,Kumar,L,2001-10-10,USA,173.0,Omni Kumar
208361,Gustavo,Heide,R,2002-02-28,BRA,191.0,Gustavo Heide
208363,Mariano,Navone,R,2001-02-27,ARG,178.0,Mariano Navone
208364,Franco,Roncadelli,L,2000-02-06,URU,185.0,Franco Roncadelli
208485,Kiranpal,Pannu,R,1997-01-07,NZL,185.0,Kiranpal Pannu
208502,Dominic,Stricker,L,2002-08-16,SUI,183.0,Dominic Stricker
208597,Chak Lam Coleman,Wong,R,2004-06-06,HKG,,Chak Lam Coleman Wong
208659,Giovanni,Mpetshi Perricard,R,2003-07-08,FRA,203.0,Giovanni Mpetshi Perricard
208819,Max Hans,Rehberg,R,2003-09-13,GER,183.0,Max Hans Rehberg
208843,Jerome,Kym,R,2003-02-12,SUI,198.0,Jerome Kym
208852,Stefanos,Sakellaridis,R,2004-09-13,GRE,196.0,Stefanos Sakellaridis
208859,Francesco,Passaro,R,2001-01-07,ITA,180.0,Francesco Passaro
