person_id,first_name,last_name,birthdate,height,weight,jersey,position,team_id,full_name,height_cm
203084,Harrison,Barnes,1992-05-03,6-8,225,40,Forward,1610612758,Harrison Barnes,203.2
1630567,Scottie,Barnes,2001-08-01,6-8,225,4,Forward,1610612761,Scottie Barnes,203.2
1629628,RJ,Barrett,2000-06-14,6-6,214,9,Forward-Guard,1610612752,RJ Barrett,198.1
203115,Will,Barton,1991-01-06,6-5,181,1,Guard,1610612761,Will Barton,195.6
1629646,Charles,Bassey,2000-10-28,6-9,230,28,Center-Forward,1610612759,Charles Bassey,205.7
201587,Nicolas,Batum,1988-12-14,6-8,230,33,Guard-Forward,1610612746,Nicolas Batum,203.2
1629647,Darius,Bazley,2000-06-12,6-9,216,55,Forward,1610612756,Darius Bazley,205.7
203078,Bradley,Beal,1993-06-28,6-4,207,3,Guard,1610612756,Bradley Beal,193.0
1627736,Malik,Beasley,1996-11-26,6-4,187,5,Guard,1610612747,Malik Beasley,193.0
1630699,MarJon,Beauchamp,2000-10-12,6-7,199,0,Forward,1610612749,MarJon Beauchamp,200.7
202722,Davis,Bertans,1992-11-12,6-10,225,44,Forward,1610612742,Davis Bertans,208.3
201976,Patrick,Beverley,1988-07-12,6-2,180,21,Guard,1610612741,Patrick Beverley,188.0
1630180,Saddiq,Bey,1999-04-09,6-7,215,41,Forward,1610612737,Saddiq Bey,200.7
203920,Khem,Birch,1992-09-28,6-8,233,24,Center,1610612759,Khem Birch,203.2
1629048,Goga,Bitadze,1999-07-02,6-11,250,88,Center-Forward,1610612753,Goga Bitadze,210.8
202687,Bismack,Biyombo,1992-08-28,6-8,255,18,Center,1610612756,Bismack Biyombo,203.2
1631205,Buddy,Boeheim,1999-11-11,6-6,205,27,Forward,1610612765,Buddy Boeheim,198.1
202711,Bojan,Bogdanovic,1989-04-18,6-7,226,44,Forward,1610612765,Bojan Bogdanovic,200.7
1629626,Bol,Bol,1999-11-16,7-2,220,10,Center-Forward,1610612753,Bol Bol,218.4
1626164,Devin,Booker,1996-10-03,6-5,206,1,Guard,1610612756,Devin Booker,195.6
1630527,Brandon,Boston Jr.,2001-11-28,6-6,188,4,Guard,1610612746,Brandon Boston Jr.,198.1
1628449,Chris,Boucher,1993-01-11,6-9,200,25,Forward-Center,1610612761,Chris Boucher,205.7
1631123,Jamaree,Bouyea,1999-06-27,6-2,180,11,Guard,1610612748,Jamaree Bouyea,188.0
1631103,Malaki,Branham,2003-05-12,6-4,180,22,Forward,1610612759,Malaki Branham,193.0
1631128,Christian,Braun,2001-04-17,6-6,220,0,Guard,1610612743,Christian Braun,198.1
1628969,Mikal,Bridges,1996-08-03,6-6,209,1,Guard-Forward,1610612751,Mikal Bridges,198.1
1628970,Miles,Bridges,1998-03-21,6-7,225,0,Forward,1610612766,Miles Bridges,200.7
1629052,Oshae,Brissett,1998-06-02,6-7,210,12,Forward-Guard,1610612754,Oshae Brissett,200.7
1628415,Dillon,Brooks,1996-01-22,6-6,225,24,Guard-Forward,1610612763,Dillon Brooks,198.1
1628971,Bruce,Brown,1996-08-15,6-4,202,11,Guard-Forward,1610612743,Bruce Brown,193.0
1627759,Jaylen,Brown,1996-10-24,6-6,223,7,Guard-Forward,1610612738,Jaylen Brown,198.1
1631112,Kendall,Brown,2003-05-11,6-7,205,10,Guard,1610612754,Kendall Brown,200.7
1628972,Troy,Brown Jr.,1999-07-28,6-7,215,7,Guard-Forward,1610612747,Troy Brown Jr.,200.7
1628973,Jalen,Brunson,1996-08-31,6-2,190,11,Guard,1610612752,Jalen Brunson,188.0
1628418,Thomas,Bryant,1997-07-31,6-10,248,13,Center-Forward,1610612748,Thomas Bryant,208.3
203493,Reggie,Bullock,1991-03-16,6-6,205,25,Guard-Forward,1610612742,Reggie Bullock,198.1
202692,Alec,Burks,1991-07-02,6-6,214,5,Guard,1610612765,Alec Burks,198.1
1630215,Jared,Butler,2000-08-25,6-3,193,14,Guard,1610612760,Jared Butler,190.5
202710,Jimmy,Butler,1989-09-14,6-7,230,22,Forward,1610612748,Jimmy Butler,200.7
1631288,Jamal,Cain,1999-03-02,6-6,191,8,Forward,1610612748,Jamal Cain,198.1
203484,Kentavious,Caldwell-Pope,1993-02-18,6-5,204,5,Guard,1610612743,Kentavious Caldwell-Pope,195.6
1628427,Vlatko,Cancar,1997-04-01,6-8,236,31,Forward,1610612743,Vlatko Cancar,203.2
203991,Clint,Capela,1994-05-18,6-10,256,15,Center,1610612737,Clint Capela,208.3
1630176,Vernon,Carey Jr.,2001-02-25,6-10,270,13,Center,1610612762,Vernon Carey Jr.,208.3
1628975,Jevon,Carter,1995-09-14,6-1,200,5,Guard,1610612749,Jevon Carter,185.4
1628976,Wendell,Carter Jr.,1999-04-16,6-10,270,34,Center-Forward,1610612753,Wendell Carter Jr.,208.3
203487,Michael,Carter-Williams,1991-10-01,6-5,190,11,Guard,1610612753,Michael Carter-Williams,195.6
1627936,Alex,Caruso,1994-02-28,6-5,186,6,Guard,1610612741,Alex Caruso,195.6
1626161,Willie,Cauley-Stein,1993-08-18,7-0,240,0,Center,1610612745,Willie Cauley-Stein,213.4
1630577,Julian,Champagnie,2001-06-29,6-7,217,30,Forward,1610612759,Julian Champagnie,200.7
1630551,Justin,Champagnie,2001-06-29,6-6,206,99,Guard-Forward,1610612738,Justin Champagnie,198.1
1630528,Josh,Christopher,2001-12-08,6-4,215,9,Guard,1610612745,Josh Christopher,193.0
1629634,Brandon,Clarke,1996-09-19,6-8,215,15,Forward,1610612763,Brandon Clarke,203.2
203903,Jordan,Clarkson,1992-06-07,6-5,194,0,Guard,1610612762,Jordan Clarkson,195.6
1629651,Nic,Claxton,1999-04-17,6-11,215,33,Center,1610612751,Nic Claxton,210.8
1628381,John,Collins,1997-09-23,6-9,226,20,Forward-Center,1610612737,John Collins,205.7
1628380,Zach,Collins,1997-11-19,6-11,250,23,Forward-Center,1610612759,Zach Collins,210.8
201144,Mike,Conley,1987-10-11,6-1,175,10,Guard,1610612750,Mike Conley,185.4
1626192,Pat,Connaughton,1993-01-06,6-5,209,24,Guard,1610612749,Pat Connaughton,195.6
203496,Robert,Covington,1990-12-14,6-7,209,23,Forward,1610612746,Robert Covington,200.7
1628470,Torrey,Craig,1990-12-19,6-7,221,0,Forward,1610612756,Torrey Craig,200.7
203109,Jae,Crowder,1990-07-06,6-6,235,99,Forward,1610612749,Jae Crowder,198.1
1630595,Cade,Cunningham,2001-09-25,6-7,220,2,Guard,1610612765,Cade Cunningham,200.7
203552,Seth,Curry,1990-08-23,6-1,185,30,Guard,1610612751,Seth Curry,185.4
201939,Stephen,Curry,1988-03-14,6-2,185,30,Guard,1610612744,Stephen Curry,188.0
1630700,Dyson,Daniels,2003-03-17,6-7,199,11,Guard,1610612740,Dyson Daniels,200.7
203076,Anthony,Davis,1993-03-11,6-10,253,3,Forward-Center,1610612747,Anthony Davis,208.3
1631098,Johnny,Davis,2002-02-27,6-4,195,1,Guard,1610612764,Johnny Davis,193.0
1629056,Terence,Davis,1997-05-16,6-4,201,3,Guard,1610612758,Terence Davis,193.0
1631120,J.D.,Davison,2002-10-03,6-1,195,20,Guard,1610612738,J.D. Davison,185.4
1630620,Darius,Days,1999-10-02,6-7,245,5,Forward,1610612745,Darius Days,200.7
201942,DeMar,DeRozan,1989-08-07,6-6,220,11,Guard-Forward,1610612741,DeMar DeRozan,198.1
203473,Dewayne,Dedmon,1989-08-12,6-10,245,14,Center,1610612755,Dewayne Dedmon,208.3
203521,Matthew,Dellavedova,1990-09-08,6-3,200,8,Guard,1610612758,Matthew Dellavedova,190.5
1628978,Donte,DiVincenzo,1997-01-31,6-4,203,0,Guard,1610612744,Donte DiVincenzo,193.0
1631217,Moussa,Diabate,2002-01-21,6-10,210,25,Forward,1610612746,Moussa Diabate,208.3
1629603,Mamadi,Diakite,1997-01-21,6-9,228,21,Forward,1610612739,Mamadi Diakite,205.7
1628977,Hamidou,Diallo,1998-07-31,6-5,202,6,Guard,1610612765,Hamidou Diallo,195.6
203476,Gorgui,Dieng,1990-01-18,6-10,248,41,Center,1610612759,Gorgui Dieng,208.3
203915,Spencer,Dinwiddie,1993-04-06,6-5,215,26,Guard,1610612751,Spencer Dinwiddie,195.6
1629029,Luka,Doncic,1999-02-28,6-7,230,77,Forward-Guard,1610612742,Luka Doncic,200.7
1629652,Luguentz,Dort,1999-04-19,6-4,220,5,Guard,1610612760,Luguentz Dort,193.0
1630245,Ayo,Dosunmu,2000-01-17,6-5,200,12,Guard,1610612741,Ayo Dosunmu,195.6
1630288,Jeff,Dowtin Jr.,1997-05-01,6-3,177,20,Guard,1610612761,Jeff Dowtin Jr.,190.5
1628408,PJ,Dozier,1996-10-25,6-6,205,35,Guard-Forward,1610612758,PJ Dozier,198.1
201609,Goran,Dragic,1986-05-06,6-4,190,31,Guard,1610612749,Goran Dragic,193.0
203083,Andre,Drummond,1993-08-01,6-11,279,3,Center,1610612741,Andre Drummond,210.8
1630537,Chris,Duarte,1997-06-13,6-5,190,3,Guard,1610612754,Chris Duarte,195.6
1630561,David,Duke Jr.,1999-10-13,6-4,204,6,Guard,1610612751,David Duke Jr.,193.0
1627739,Kris,Dunn,1994-03-18,6-3,205,11,Guard,1610612762,Kris Dunn,190.5
201142,Kevin,Durant,1988-09-29,6-10,240,35,Forward,1610612756,Kevin Durant,208.3
1631105,Jalen,Duren,2003-11-18,6-11,250,0,Center,1610612765,Jalen Duren,210.8
1631106,Tari,Eason,2001-05-01,6-8,215,17,Forward,1610612745,Tari Eason,203.2
1630162,Anthony,Edwards,2001-08-05,6-4,225,1,Guard,1610612750,Anthony Edwards,193.0
1631165,Keon,Ellis,2000-01-08,6-3,175,23,Guard,1610612758,Keon Ellis,190.5
203954,Joel,Embiid,1994-03-16,7-0,280,21,Center-Forward,1610612755,Joel Embiid,213.4
1629234,Drew,Eubanks,1997-02-01,6-10,245,24,Forward-Center,1610612756,Drew Eubanks,208.3
1628981,Bruno,Fernando,1998-08-15,6-10,240,0,Forward-Center,1610612737,Bruno Fernando,208.3
1631323,Simone,Fontecchio,1995-12-09,6-7,209,16,Forward,1610612762,Simone Fontecchio,200.7
1630235,Trent,Forrest,1998-06-12,6-4,210,2,Guard,1610612737,Trent Forrest,193.0
203095,Evan,Fournier,1992-10-29,6-6,205,13,Guard-Forward,1610612752,Evan Fournier,198.1
1628368,De'Aaron,Fox,1997-12-02,6-3,185,5,Guard,1610612758,De'Aaron Fox,190.5
1628365,Markelle,Fultz,1998-05-29,6-4,209,20,Guard,1610612753,Markelle Fultz,193.0
1629117,Wenyen,Gabriel,1997-03-26,6-9,205,35,Forward,1610612747,Wenyen Gabriel,205.7
1629655,Daniel,Gafford,1998-10-01,6-10,234,21,Forward-Center,1610612764,Daniel Gafford,208.3
201568,Danilo,Gallinari,1988-08-08,6-10,236,8,Forward,1610612764,Danilo Gallinari,208.3
1629636,Darius,Garland,2000-01-26,6-1,192,10,Guard,1610612739,Darius Garland,185.4
1630586,Usman,Garuba,2002-03-09,6-8,229,16,Forward,1610612745,Usman Garuba,203.2
200752,Rudy,Gay,1986-08-17,6-8,250,22,Forward-Guard,1610612762,Rudy Gay,203.2
201959,Taj,Gibson,1985-06-24,6-9,232,67,Forward,1610612764,Taj Gibson,205.7
1630581,Josh,Giddey,2002-10-01,6-8,216,3,Guard,1610612760,Josh Giddey,203.2
1628983,Shai,Gilgeous-Alexander,1998-07-12,6-6,195,2,Guard,1610612760,Shai Gilgeous-Alexander,198.1
1630264,Anthony,Gill,1992-10-17,6-8,230,16,Forward,1610612764,Anthony Gill,203.2
1631221,Collin,Gillespie,1999-06-25,6-1,195,21,Guard,1610612743,Collin Gillespie,185.4
203497,Rudy,Gobert,1992-06-26,7-1,258,27,Center,1610612750,Rudy Gobert,215.9
1630692,Jordan,Goodwin,1998-10-23,6-3,200,7,Guard,1610612756,Jordan Goodwin,190.5
203932,Aaron,Gordon,1995-09-16,6-8,235,50,Forward,1610612743,Aaron Gordon,203.2
1628984,Devonte',Graham,1995-02-22,6-1,195,4,Guard,1610612759,Devonte' Graham,185.4
1630564,RaiQuan,Gray,1999-07-07,6-7,269,0,Forward,1610612751,RaiQuan Gray,200.7
1631260,AJ,Green,1999-09-27,6-5,190,20,Guard,1610612749,AJ Green,195.6
201980,Danny,Green,1987-06-22,6-6,215,14,Guard,1610612739,Danny Green,198.1
203110,Draymond,Green,1990-03-04,6-6,230,23,Forward,1610612744,Draymond Green,198.1
203210,JaMychal,Green,1990-06-21,6-9,227,1,Forward-Center,1610612744,JaMychal Green,205.7
1630224,Jalen,Green,2002-02-09,6-4,186,4,Guard,1610612745,Jalen Green,193.0
1629750,Javonte,Green,1993-07-23,6-5,205,24,Guard,1610612741,Javonte Green,195.6
201145,Jeff,Green,1986-08-28,6-8,235,32,Forward,1610612743,Jeff Green,203.2
1630182,Josh,Green,2000-11-16,6-7,200,8,Guard,1610612742,Josh Green,200.7
1631100,AJ,Griffin,2003-08-25,6-6,220,14,Forward,1610612737,AJ Griffin,198.1
201933,Blake,Griffin,1989-03-16,6-9,250,91,Forward,1610612738,Blake Griffin,205.7
1629656,Quentin,Grimes,2000-05-08,6-5,210,6,Guard,1610612752,Quentin Grimes,195.6
1629060,Rui,Hachimura,1998-02-08,6-8,230,28,Forward,1610612747,Rui Hachimura,203.2
1630169,Tyrese,Haliburton,2000-02-29,6-5,185,0,Guard,1610612754,Tyrese Haliburton,195.6
203501,Tim,Hardaway Jr.,1992-03-16,6-5,205,11,Guard-Forward,1610612742,Tim Hardaway Jr.,195.6
201935,James,Harden,1989-08-26,6-5,220,1,Guard,1610612755,James Harden,195.6
1630702,Jaden,Hardy,2002-07-05,6-3,198,3,Guard,1610612742,Jaden Hardy,190.5
1631199,Ron,Harper Jr.,2000-04-12,6-5,245,8,Forward,1610612761,Ron Harper Jr.,195.6
1626149,Montrezl,Harrell,1994-01-26,6-7,240,5,Forward-Center,1610612755,Montrezl Harrell,200.7
203914,Gary,Harris,1994-09-14,6-4,210,14,Guard,1610612753,Gary Harris,193.0
203925,Joe,Harris,1991-09-06,6-6,220,12,Guard-Forward,1610612751,Joe Harris,198.1
1630284,Kevon,Harris,1997-06-24,6-6,216,7,Guard,1610612753,Kevon Harris,198.1
202699,Tobias,Harris,1992-07-15,6-7,226,12,Forward,1610612755,Tobias Harris,200.7
1628392,Isaiah,Hartenstein,1998-05-05,7-0,250,55,Center-Forward,1610612752,Isaiah Hartenstein,213.4
2617,Udonis,Haslem,1980-06-09,6-7,235,40,Forward,1610612748,Udonis Haslem,200.7
1630573,Sam,Hauser,1997-12-08,6-7,217,30,Forward,1610612738,Sam Hauser,200.7
1629637,Jaxson,Hayes,2000-05-23,7-0,220,10,Center-Forward,1610612740,Jaxson Hayes,213.4
1630165,Killian,Hayes,2001-07-27,6-5,195,7,Guard,1610612765,Killian Hayes,195.6
202330,Gordon,Hayward,1990-03-23,6-7,225,20,Forward,1610612766,Gordon Hayward,200.7
1626195,Willy,Hernangomez,1994-05-27,6-11,250,9,Center-Forward,1610612740,Willy Hernangomez,210.8
1627741,Buddy,Hield,1992-12-17,6-4,220,24,Guard,1610612754,Buddy Hield,193.0
1629312,Haywood,Highsmith,1996-12-09,6-5,220,24,Forward,1610612748,Haywood Highsmith,195.6
201588,George,Hill,1986-05-04,6-4,188,7,Guard,1610612754,George Hill,193.0
1628988,Aaron,Holiday,1996-09-03,6-0,185,3,Guard,1610612737,Aaron Holiday,182.9
201950,Jrue,Holiday,1990-06-12,6-5,205,21,Guard,1610612749,Jrue Holiday,195.6
203200,Justin,Holiday,1989-04-05,6-6,180,0,Forward-Guard,1610612742,Justin Holiday,198.1
1626158,Richaun,Holmes,1993-10-15,6-8,235,22,Forward,1610612758,Richaun Holmes,203.2
1631096,Chet,Holmgren,2002-05-01,7-1,195,7,Center-Forward,1610612760,Chet Holmgren,215.9
201143,Al,Horford,1986-06-03,6-9,240,42,Center-Forward,1610612738,Al Horford,205.7
1629659,Talen,Horton-Tucker,2000-11-25,6-4,234,0,Guard,1610612762,Talen Horton-Tucker,193.0
1627863,Danuel,House Jr.,1993-06-07,6-6,220,25,Forward-Guard,1610612755,Danuel House Jr.,198.1
1631216,Caleb,Houstan,2003-01-09,6-8,205,2,Guard,1610612753,Caleb Houstan,203.2
1630643,Jay,Huff,1997-08-25,7-1,240,34,Center,1610612764,Jay Huff,215.9
1629631,De'Andre,Hunter,1997-12-02,6-8,221,12,Forward-Guard,1610612737,De'Andre Hunter,203.2
1630538,Bones,Hyland,2000-09-14,6-2,169,5,Guard,1610612746,Bones Hyland,188.0
204060,Joe,Ingles,1987-10-02,6-9,220,7,Forward-Guard,1610612749,Joe Ingles,205.7
1627742,Brandon,Ingram,1997-09-02,6-8,190,14,Forward,1610612740,Brandon Ingram,203.2
202681,Kyrie,Irving,1992-03-23,6-2,195,2,Guard,1610612742,Kyrie Irving,188.0
1628371,Jonathan,Isaac,1997-10-03,6-10,230,1,Forward,1610612753,Jonathan Isaac,208.3
1631093,Jaden,Ivey,2002-02-13,6-4,195,23,Guard,1610612765,Jaden Ivey,193.0
1630543,Isaiah,Jackson,2002-01-01,6-9,205,22,Forward,1610612754,Isaiah Jackson,205.7
202704,Reggie,Jackson,1990-04-16,6-2,208,7,Guard,1610612743,Reggie Jackson,188.0
1628991,Jaren,Jackson Jr.,1999-09-15,6-10,242,13,Forward-Center,1610612763,Jaren Jackson Jr.,208.3
2544,LeBron,James,1984-12-03,6-9,250,6,Forward,1610612747,LeBron James,205.7
1629610,DaQuan,Jeffries,1997-08-03,6-5,222,8,Guard-Forward,1610612752,DaQuan Jeffries,195.6
1629660,Ty,Jerome,1997-07-08,6-5,195,10,Guard-Forward,1610612744,Ty Jerome,195.6
1629661,Cameron,Johnson,1996-03-03,6-8,210,2,Forward,1610612751,Cameron Johnson,203.2
1630552,Jalen,Johnson,2001-12-18,6-8,219,1,Forward,1610612737,Jalen Johnson,203.2
201949,James,Johnson,1987-02-02,6-7,240,16,Forward,1610612754,James Johnson,200.7
1630553,Keon,Johnson,2002-03-01,6-3,185,6,Guard,1610612757,Keon Johnson,190.5
203999,Nikola,Jokic,1995-02-19,6-11,284,15,Center,1610612743,Nikola Jokic,210.8
1630637,Carlik,Jones,1997-12-23,6-0,174,22,Guard,1610612741,Carlik Jones,182.9
1627745,Damian,Jones,1995-06-03,6-11,245,15,Center,1610612762,Damian Jones,210.8
1630529,Herbert,Jones,1998-10-06,6-7,206,5,Forward,1610612740,Herbert Jones,200.7
1630539,Kai,Jones,2001-01-19,6-11,221,23,Center-Forward,1610612766,Kai Jones,210.8
1630200,Tre,Jones,2000-01-08,6-1,185,33,Guard,1610612759,Tre Jones,185.4
1626145,Tyus,Jones,1996-05-01,6-2,196,21,Guard,1610612764,Tyus Jones,188.0
1627884,Derrick,Jones Jr.,1997-02-15,6-6,210,5,Forward,1610612741,Derrick Jones Jr.,198.1
201599,DeAndre,Jordan,1988-07-21,6-11,265,6,Center,1610612743,DeAndre Jordan,210.8
202709,Cory,Joseph,1991-08-02,6-3,200,18,Guard,1610612765,Cory Joseph,190.5
1631107,Nikola,Jovic,2003-06-09,6-10,205,5,Forward,1610612748,Nikola Jovic,208.3
1630548,Johnny,Juzang,2001-03-17,6-6,209,33,Guard,1610612762,Johnny Juzang,198.1
1626163,Frank,Kaminsky,1993-04-04,7-0,240,33,Forward-Center,1610612745,Frank Kaminsky,213.4
1631211,Trevor,Keels,2003-08-26,6-4,221,3,Guard,1610612752,Trevor Keels,193.0
1628379,Luke,Kennard,1996-06-24,6-5,206,10,Guard,1610612763,Luke Kennard,195.6
1631117,Walker,Kessler,2001-07-26,7-0,245,24,Center,1610612762,Walker Kessler,213.4
1629663,Louis,King,1999-04-06,6-7,205,23,Forward,1610612755,Louis King,200.7
1630557,Corey,Kispert,1999-03-03,6-6,224,24,Forward,1610612764,Corey Kispert,198.1
1628467,Maxi,Kleber,1992-01-29,6-10,240,42,Forward,1610612742,Maxi Kleber,208.3
1628995,Kevin,Knox II,1999-08-11,6-7,215,11,Forward,1610612757,Kevin Knox II,200.7
1631132,Christian,Koloko,2000-06-02,7-0,230,35,Center,1610612761,Christian Koloko,213.4
1629723,John,Konchar,1996-03-22,6-5,210,46,Guard,1610612763,John Konchar,195.6
1627788,Furkan,Korkmaz,1997-07-24,6-7,202,30,Guard-Forward,1610612755,Furkan Korkmaz,200.7
1630249,Vit,Krejci,2000-06-19,6-8,195,27,Guard,1610612737,Vit Krejci,203.2
1628398,Kyle,Kuzma,1995-07-24,6-9,221,33,Forward,1610612764,Kyle Kuzma,205.7
1631222,Jake,LaRavia,2001-11-03,6-7,235,3,Forward,1610612763,Jake LaRavia,200.7
203897,Zach,LaVine,1995-03-01,6-5,200,8,Guard,1610612741,Zach LaVine,195.6
1630237,Anthony,Lamb,1998-01-02,6-6,227,40,Forward,1610612744,Anthony Lamb,198.1
1629111,Jock,Landale,1995-10-25,6-11,255,11,Center,1610612756,Jock Landale,210.8
1629641,Romeo,Langford,1999-10-25,6-5,216,35,Guard-Forward,1610612759,Romeo Langford,195.6
1630639,A.J.,Lawson,2000-07-15,6-6,179,9,Guard,1610612742,A.J. Lawson,198.1
1627747,Caris,LeVert,1994-08-25,6-6,205,3,Guard,1610612739,Caris LeVert,198.1
1627814,Damion,Lee,1992-10-21,6-5,210,10,Guard-Forward,1610612756,Damion Lee,195.6
1630240,Saben,Lee,1999-06-23,6-2,183,38,Guard,1610612756,Saben Lee,188.0
203458,Alex,Len,1993-06-16,7-2,250,25,Center,1610612758,Alex Len,218.4
202695,Kawhi,Leonard,1991-06-29,6-7,225,2,Forward,1610612746,Kawhi Leonard,200.7
203086,Meyers,Leonard,1992-02-27,7-0,260,3,Forward-Center,1610612749,Meyers Leonard,213.4
1631171,Justin,Lewis,2002-04-12,6-7,245,34,Forward,1610612741,Justin Lewis,200.7
203081,Damian,Lillard,1990-07-15,6-2,195,0,Guard,1610612757,Damian Lillard,188.0
1629642,Nassir,Little,2000-02-11,6-5,220,10,Forward-Guard,1610612757,Nassir Little,195.6
1630587,Isaiah,Livers,1998-07-28,6-6,232,12,Forward,1610612765,Isaiah Livers,198.1
1631254,Kenneth,Lofton Jr.,2002-08-14,6-6,275,6,Forward,1610612763,Kenneth Lofton Jr.,198.1
1626172,Kevon,Looney,1996-02-06,6-9,222,5,Forward,1610612744,Kevon Looney,205.7
201577,Robin,Lopez,1988-04-01,7-0,281,33,Center,1610612739,Robin Lopez,213.4
201567,Kevin,Love,1988-09-07,6-8,251,0,Forward-Center,1610612748,Kevin Love,203.2
200768,Kyle,Lowry,1986-03-25,6-0,196,7,Guard,1610612748,Kyle Lowry,182.9
1630177,Theo,Maledon,2001-06-12,6-5,175,9,Guard,1610612766,Theo Maledon,195.6
1630572,Sandro,Mamukelashvili,1999-05-23,6-10,240,54,Forward-Center,1610612759,Sandro Mamukelashvili,208.3
1629611,Terance,Mann,1996-10-18,6-5,215,14,Guard-Forward,1610612746,Terance Mann,195.6
1630544,Tre,Mann,2001-02-03,6-3,178,23,Guard,1610612760,Tre Mann,190.5
1626246,Boban,Marjanovic,1988-08-15,7-4,290,51,Center,1610612745,Boban Marjanovic,223.5
1628374,Lauri,Markkanen,1997-05-22,7-0,240,23,Forward-Center,1610612762,Lauri Markkanen,213.4
1630230,Naji,Marshall,1998-01-24,6-7,220,8,Forward,1610612740,Naji Marshall,200.7
1628997,Caleb,Martin,1995-09-28,6-5,205,16,Forward,1610612748,Caleb Martin,195.6
1628998,Cody,Martin,1995-09-28,6-6,205,11,Forward,1610612766,Cody Martin,198.1
1631213,Tyrese,Martin,1999-03-07,6-6,215,22,Guard,1610612737,Tyrese Martin,198.1
1630231,Kenyon,Martin Jr.,2001-01-06,6-7,215,6,Forward,1610612745,Kenyon Martin Jr.,200.7
1629726,Garrison,Mathews,1996-10-24,6-6,215,25,Guard,1610612737,Garrison Mathews,198.1
1631097,Bennedict,Mathurin,2002-06-19,6-5,210,0,Guard-Forward,1610612754,Bennedict Mathurin,195.6
202083,Wesley,Matthews,1986-10-14,6-5,220,23,Guard,1610612749,Wesley Matthews,195.6
1630540,Miles,McBride,2000-09-08,6-2,195,2,Guard,1610612752,Miles McBride,188.0
204456,T.J.,McConnell,1992-03-25,6-1,190,9,Guard,1610612754,T.J. McConnell,185.4
1629667,Jalen,McDaniels,1998-01-31,6-9,205,7,Forward-Center,1610612755,Jalen McDaniels,205.7
203926,Doug,McDermott,1992-01-03,6-6,225,17,Forward,1610612759,Doug McDermott,198.1
203585,Rodney,McGruder,1991-07-29,6-4,205,17,Guard,1610612765,Rodney McGruder,193.0
1629162,Jordan,McLaughlin,1996-04-09,6-0,185,6,Guard,1610612750,Jordan McLaughlin,182.9
1629001,De'Anthony,Melton,1998-05-28,6-2,200,8,Guard,1610612755,De'Anthony Melton,188.0
1630241,Sam,Merrill,1996-05-15,6-4,205,20,Guard,1610612739,Sam Merrill,193.0
1629002,Chimezie,Metu,1997-03-22,6-9,225,7,Forward-Center,1610612758,Chimezie Metu,205.7
